buy, 0, 0, 14.0, 200.0, 10, -2810.0 
buy, 0, 1, 10.0, 285.0, 10, -2860.0 
buy, 0, 2, 16.0, 178.0, 10, -2858.0 
buy, 0, 3, 13.0, 215.0, 10, -2805.0 
buy, 0, 4, 14.0, 211.0, 10, -2964.0 
buy, 0, 5, 11.0, 268.0, 10, -2958.0 
buy, 0, 6, 15.0, 189.0, 10, -2845.0 
sell, 100, 4, 14, 240.6227187361937, 10, 3358.7180623067115 
sell, 123, 3, 13, 282.76942350694384, 10, 3666.0025055902697 
sell, 200, 6, 15, 238.83272046988083, 10, 3572.4908070482124 
sell, 231, 5, 11, 383.4074936958876, 10, 4207.482430654763 
sell, 235, 1, 10, 361.451150436517, 10, 3604.5115043651704 
sell, 237, 2, 16, 257.5648098542594, 10, 4111.0369576681505 
buy, 443, 5, 9.0, 321.02185999700055, 10, -2899.1967399730047 
buy, 446, 2, 13.0, 227.5332920766058, 10, -2967.9327969958754 
buy, 446, 3, 11.0, 257.60726073358904, 10, -2843.6798680694797 
buy, 446, 4, 11.0, 253.7219864272026, 10, -2800.941850699229 
buy, 447, 1, 8.0, 354.92682674532153, 10, -2849.4146139625723 
buy, 449, 6, 12.0, 235.021648478685, 10, -2830.25978174422 
buy, 505, 4, 16.0, 183.20252571782382, 10, -2941.240411485181 
buy, 505, 5, 12.0, 242.33737216109796, 10, -2918.0484659331755 
buy, 505, 6, 15.0, 193.48819819123082, 10, -2912.3229728684623 
buy, 511, 1, 8.0, 341.2257514568843, 10, -2739.8060116550746 
buy, 573, 4, 22.0, 133.6643770062374, 10, -2950.6162941372227 
buy, 574, 1, 9.0, 316.6548120067613, 10, -2859.8933080608517 
buy, 574, 2, 18.0, 161.60524980836553, 10, -2918.8944965505793 
buy, 574, 6, 27.0, 107.03626503551452, 10, -2899.979155958892 
buy, 579, 3, 14.0, 199.45248903255566, 10, -2802.3348464557794 
buy, 581, 6, 31.0, 93.9251834848273, 10, -2921.6806880296463 
sell, 612, 2, 31.0, 192.227296950942, 10, 5949.0462054792015 
buy, 637, 5, 16.0, 182.62358121481122, 10, -2931.9772994369796 
buy, 667, 6, 41.0, 72.65415295891215, 10, -2988.8202713153983 
sell, 690, 6, 126.0, 109.61808395425864, 10, 13801.878578236589 
buy, 753, 3, 15.0, 193.4447276192584, 10, -2911.670914288876 
buy, 756, 4, 42.0, 70.84871729377517, 10, -2985.646126338557 
buy, 761, 1, 9.0, 322.2456547283651, 10, -2910.2108925552857 
sell, 821, 5, 37.0, 226.42462153908434, 10, 8367.71099694612 
sell, 822, 1, 34.0, 356.03467062563425, 10, 12095.178801271564 
sell, 822, 3, 40.0, 262.8695837116139, 10, 10504.783348464556 
buy, 943, 5, 7.0, 383.45339831522324, 10, -2694.1737882065627 
sell, 967, 0, 14, 370.0185560925946, 10, 5170.2597852963245 
buy, 1122, 2, 8.0, 362.3756168764586, 10, -2909.0049350116687 
buy, 1249, 6, 6.0, 436.4598767084751, 10, -2628.7592602508507 
sell, 1283, 2, 8.0, 410.3371276751651, 10, 3272.697021401321 
buy, 1311, 1, 7.0, 405.41008392916353, 10, -2847.8705875041446 
buy, 1311, 6, 11.0, 262.5963180369827, 10, -2898.55949840681 
buy, 1312, 0, 7.0, 412.1341305883477, 10, -2894.938914118434 
buy, 1312, 2, 9.0, 325.2809940047656, 10, -2937.5289460428903 
buy, 1312, 3, 10.0, 292.08655859302775, 10, -2930.8655859302776 
buy, 1316, 5, 12.0, 236.84089050504434, 10, -2852.090686060532 
sell, 1358, 1, 7.0, 406.7869710324045, 10, 2837.5087972268316 
buy, 1388, 3, 11.0, 261.5385704644856, 10, -2886.9242751093416 
buy, 1394, 2, 10.0, 297.68505121896874, 10, -2986.8505121896874 
sell, 1492, 3, 21.0, 265.7313908448809, 10, 5570.359207742498 
sell, 1754, 2, 19.0, 389.35437132273125, 10, 7387.733055131894 
sell, 1824, 0, 7.0, 488.58790926292426, 10, 3410.1153648404697 
sell, 1824, 6, 17.0, 259.7225106087761, 10, 4405.2826803491935 
